model_name,alpha,num_calib,num_val,num_seeds,pcp_prob,pt_bias,pt_index_range,smoothed_p_values,randomized_tau,max_eval_samples,live_line_progress,dataset_dir,avg_RAPS_S,std_RAPS_S,avg_RAPS_N,std_RAPS_N,avg_RAPS_U,std_RAPS_U,avg_RAPS_F,std_RAPS_F,avg_RAPS_M,std_RAPS_M,avg_RAPS_E,std_RAPS_E,avg_RAPS_OU,std_RAPS_OU,avg_RAPS_OF,std_RAPS_OF,avg_RAPS_OM,std_RAPS_OM,avg_RAPS_OE,std_RAPS_OE,avg_PT_RAPS_S,std_PT_RAPS_S,avg_PT_RAPS_N,std_PT_RAPS_N,avg_PT_RAPS_U,std_PT_RAPS_U,avg_PT_RAPS_F,std_PT_RAPS_F,avg_PT_RAPS_M,std_PT_RAPS_M,avg_PT_RAPS_E,std_PT_RAPS_E,avg_PT_RAPS_OU,std_PT_RAPS_OU,avg_PT_RAPS_OF,std_PT_RAPS_OF,avg_PT_RAPS_OM,std_PT_RAPS_OM,avg_PT_RAPS_OE,std_PT_RAPS_OE,avg_RAPS_true_p,avg_PT_RAPS_true_p
ShuffleNet,0.1,10000,,5,0.95,40,300,True,False,,True,/root/CP/classification_task/imagenet_val,216.70043714332678,0.8174205754458695,304.0245,0.04702753714582348,0.9430040264547757,0.0010092632258991536,215.74480893074474,0.8173577205180406,1.0,0.0,303.0245,0.04702753714582348,0.9489126560131913,0.0008781168852978584,216.29365155284395,0.8113274989327931,1.0,0.0,303.12717499999997,0.04574029951805245,243.02218808263564,0.6537300182323683,295.73891000000003,0.28060811000397284,0.898385651022069,0.0009575636493886402,242.11241353811369,0.6540022556049655,0.9498049999999999,0.0006836300168950969,294.789105,0.28096168795764076,0.9037189620297269,0.0008823459361321852,242.6078039526438,0.6506742996508589,0.9498049999999999,0.0006836300168950969,294.84106499999996,0.27959439130641417,0.40678559048273294,0.41438412999186836
