model_name,alpha,num_calib,num_val,num_seeds,pcp_prob,pt_bias,pt_index_range,smoothed_p_values,randomized_tau,max_eval_samples,live_line_progress,dataset_dir,avg_RAPS_S,std_RAPS_S,avg_RAPS_N,std_RAPS_N,avg_RAPS_U,std_RAPS_U,avg_RAPS_F,std_RAPS_F,avg_RAPS_M,std_RAPS_M,avg_RAPS_E,std_RAPS_E,avg_RAPS_OU,std_RAPS_OU,avg_RAPS_OF,std_RAPS_OF,avg_RAPS_OM,std_RAPS_OM,avg_RAPS_OE,std_RAPS_OE,avg_PT_RAPS_S,std_PT_RAPS_S,avg_PT_RAPS_N,std_PT_RAPS_N,avg_PT_RAPS_U,std_PT_RAPS_U,avg_PT_RAPS_F,std_PT_RAPS_F,avg_PT_RAPS_M,std_PT_RAPS_M,avg_PT_RAPS_E,std_PT_RAPS_E,avg_PT_RAPS_OU,std_PT_RAPS_OU,avg_PT_RAPS_OF,std_PT_RAPS_OF,avg_PT_RAPS_OM,std_PT_RAPS_OM,avg_PT_RAPS_OE,std_PT_RAPS_OE,avg_RAPS_true_p,avg_PT_RAPS_true_p
ResNet18,0.1,10000,,5,0.95,40,300,True,False,,True,/root/CP/classification_task/imagenet_val,215.00538885357733,1.1203960754299995,304.0181,0.008158415900163326,0.9325414828218165,0.000705185308079713,214.0534127635015,1.1203894255207332,1.0,0.0,303.0181,0.008158415900163326,0.9431991327791203,0.0005401410324903711,214.57324374990208,1.1322103417892218,1.0,0.0,303.11569499999996,0.008297520714044836,241.49218303912693,0.8925609753719312,295.43695,0.19673146354865897,0.8889417524922013,0.0006584480057019283,240.585694162547,0.8929868299198325,0.9498049999999999,0.0006836300168950969,294.487145,0.19612267551203802,0.8985574319726659,0.0006180185012283072,241.05497128649117,0.9049836181323606,0.9498049999999999,0.0006836300168950969,294.53558,0.19636818441386855,0.4321451036751485,0.4372117526358771
