model_name,alpha,num_calib,num_val,num_seeds,pcp_prob,pt_bias,pt_index_range,smoothed_p_values,randomized_tau,max_eval_samples,live_line_progress,dataset_dir,avg_RAPS_S,std_RAPS_S,avg_RAPS_N,std_RAPS_N,avg_RAPS_U,std_RAPS_U,avg_RAPS_F,std_RAPS_F,avg_RAPS_M,std_RAPS_M,avg_RAPS_E,std_RAPS_E,avg_RAPS_OU,std_RAPS_OU,avg_RAPS_OF,std_RAPS_OF,avg_RAPS_OM,std_RAPS_OM,avg_RAPS_OE,std_RAPS_OE,avg_PT_RAPS_S,std_PT_RAPS_S,avg_PT_RAPS_N,std_PT_RAPS_N,avg_PT_RAPS_U,std_PT_RAPS_U,avg_PT_RAPS_F,std_PT_RAPS_F,avg_PT_RAPS_M,std_PT_RAPS_M,avg_PT_RAPS_E,std_PT_RAPS_E,avg_PT_RAPS_OU,std_PT_RAPS_OU,avg_PT_RAPS_OF,std_PT_RAPS_OF,avg_PT_RAPS_OM,std_PT_RAPS_OM,avg_PT_RAPS_OE,std_PT_RAPS_OE,avg_RAPS_true_p,avg_PT_RAPS_true_p
ResNeXt101,0.1,10000,,5,0.95,40,300,True,False,,True,/root/CP/classification_task/imagenet_val,209.13666253378724,0.5255583805929082,301.40077500000007,0.03938090908042359,0.9437738555986627,0.0009698538175054152,208.18067081192802,0.5253615339313495,1.0,0.0,300.40077500000007,0.03938090908042359,0.9473382016946943,0.0008915235641658175,208.7178558566818,0.5257346380926695,1.0,0.0,300.51044,0.035263715771316054,236.19755714490566,0.4615550490674853,288.45601999999997,0.3592657924155807,0.8991348043263112,0.0008211400106099163,235.28741256777465,0.46142390943283706,0.9498049999999999,0.0006836300168950969,287.506215,0.3588192207086942,0.9023425730831718,0.0007922499030564124,235.77228943752158,0.46250187311788005,0.9498049999999999,0.0006836300168950969,287.556595,0.3568117435707511,0.4188066771053756,0.42526770738407665
