avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.9024849999999999,0.00042679034665747467,304.02384,0.010753355290328951,0.9018500000000002,0.001648332490731127,295.60216,0.5214229071972188
