avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.901685,0.0013760995603516383,302.032075,0.01833172114123858,0.89894,0.002922866743455811,289.290255,0.440523259715083
