avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.899885,0.0028572101777783274,301.47639,0.030389614179842345,0.89954,0.002472933480706666,288.485165,0.44634115920446815
