avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.895815,0.0030437066218674943,302.09372,0.0632896820184814,0.9003249999999999,0.0034715990551905627,290.2877,0.5044853367542004
