avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.9023,0.005864234817945133,303.38634,0.3227020071211217,0.9002699999999999,0.003011079540629924,293.33851,0.684402536085328
