avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.9011549999999999,0.0015654392354863416,304.101955,0.03487855143206743,0.90065,0.0013588598161694318,297.24798,0.5139847291992206
