avg_cvg_VCP,std_cvg_VCP,avg_size_VCP,std_size_VCP,avg_cvg_PCP,std_cvg_PCP,avg_size_PCP,std_size_PCP
0.8941950000000001,0.008261013860295827,301.52592,0.11854791478554852,0.9001300000000001,0.0024225193497679084,288.97967,0.3713984260198225
